year|district_name|block_name|cluster_name|school_id|sch_name|moi|percentmathlevelMinOrAbove|percentKannadalevelMinOrAbove|class|TotalStudents|MathAboveAvg|MathAvg|MathMin|MathBelowMin|KannadaReadingAboveAvg|KannadaReadingAvg|KannadaReadingMin|KannadaReadingBelowMin
2012-13|Bangalore|Anekal|Bannerghatta|307|G.H.P.S.Bannerugatta|Kannada|90.41|93.15|7|73|50|16|0|7|52|16|0|5
2012-13|Bangalore|Anekal|Bannerghatta|308|G.H.P.S.Saklwara|Kannada|71.43|71.43|7|7|2|3|0|2|4|1|0|2
2012-13|Bangalore|Anekal|Bannerghatta|306|G.H.P.S.Malenallasandra|Kannada|100|100|7|13|8|5|0|0|11|2|0|0
2012-13|Bangalore|Anekal|Bannerghatta|305|G.H.P.S.Begihalli|Kannada|92.86|92.86|7|14|10|3|0|1|9|4|0|1
2012-13|Bangalore|Anekal|Bannerghatta|304|G.H.P.S.Mantapa|Kannada|84|92|7|25|11|10|0|4|19|4|0|2
2012-13|Bangalore|Anekal|Bannerghatta|303|G.H.P.S.Kanayakana agrahara|Kannada|70|100|7|10|3|4|0|3|6|4|0|0
2012-13|Bangalore|Anekal|Bannerghatta|302|G.H.P.S.Bilwardanahalli|Kannada|83.33|93.33|7|30|10|15|0|5|17|11|0|2
2012-13|Bangalore|Anekal|Bannerghatta|301|G.H.P.S.Bayatarayanapura|Kannada|100|100|7|6|1|5|0|0|4|2|0|0
2012-13|Bangalore|Anekal|Haragadde|310|Harugadde|Kannada|90|98.33|7|60|35|19|0|6|35|24|0|1
2012-13|Bangalore|Anekal|Haragadde|311|Jigani|Kannada|86.17|94.68|7|94|39|42|0|13|59|29|1|5
2012-13|Bangalore|Anekal|Haragadde|312|Madapattana|Kannada|93.33|100|7|15|13|1|0|1|14|1|0|0
2012-13|Bangalore|Anekal|Haragadde|313|Lingapura|Kannada|100|100|7|4|0|4|0|0|2|2|0|0
2012-13|Bangalore|Anekal|Haragadde|314|Nosenoor|Kannada|90|100|7|10|4|3|2|1|5|5|0|0
2012-13|Bangalore|Anekal|Harapanahalli|325|Harapanahalli|Kannada|93.33|93.33|7|15|12|2|0|1|11|3|0|1
2012-13|Bangalore|Anekal|Harapanahalli|326|Krishanadoddi|Kannada|94.44|100|7|18|14|3|0|1|14|4|0|0
2012-13|Bangalore|Anekal|Harapanahalli|327|Kalbalu|Kannada|93.33|100|7|30|17|10|1|2|21|9|0|0
2012-13|Bangalore|Anekal|Harapanahalli|328|Konasandra|Kannada|95|100|7|20|16|3|0|1|14|6|0|0
2012-13|Bangalore|Anekal|Harapanahalli|330|Ragihalli|Kannada|100|100|7|5|4|1|0|0|5|0|0|0
2012-13|Bangalore|Anekal|Hennagara|316|Koppagete|Kannada|87.5|100|7|16|9|5|0|2|13|3|0|0
2012-13|Bangalore|Anekal|Hennagara|317|Margondanahalli|Kannada|78.85|86.54|7|52|28|13|0|11|28|17|0|7
2012-13|Bangalore|Anekal|Hennagara|318|Yarandanahalli|Kannada|88.89|77.78|7|18|10|6|0|2|9|5|0|4
2012-13|Bangalore|Anekal|Hennagara|319|Vabsandra|Kannada|100|100|7|8|8|0|0|0|7|1|0|0
2012-13|Bangalore|Anekal|Hennagara|320|Hulimangala|Kannada|100|100|7|9|6|3|0|0|6|3|0|0
2012-13|Bangalore|Anekal|Hennagara|321|Koppa |Kannada|100|100|7|19|15|4|0|0|17|2|0|0
2012-13|Bangalore|Anekal|Hennagara|322|Bingipura|Kannada|80|95|7|20|10|6|0|4|16|3|0|1
2012-13|Bangalore|Anekal|Hennagara|323|Rajapura|Kannada|81.82|81.82|7|11|8|1|0|2|6|3|0|2
2012-13|Bangalore|Anekal|Hennagara|324|Hennagara|Kannada|87.5|97.5|7|40|25|10|0|5|38|1|0|1
2012-13|Bangalore|Anekal|Turahalli|580|G.H.P.S.Turahalli|Kannada|100|100|7|1|1|0|0|0|1|0|0|0
2012-13|Bangalore Rural|Hoskote|Alappanahalli|240|G.H.P.S.Alappanahalli|Kannada|100|100|7|14|7|7|0|0|6|8|0|0
2012-13|Bangalore Rural|Hoskote|Alappanahalli|241|G.H.P.S.Hasigala|Kannada|100|95.45|7|22|10|11|1|0|13|7|1|1
2012-13|Bangalore Rural|Hoskote|Alappanahalli|242|G.H.P.S.Kumblahalli|Kannada|88.57|100|7|35|9|21|1|4|23|12|0|0
2012-13|Bangalore Rural|Hoskote|Alappanahalli|243|G.H.P.S.Kamsandra|Kannada|100|100|7|15|8|7|0|0|9|6|0|0
2012-13|Bangalore Rural|Hoskote|Alappanahalli|244|G.H.P.S.Kurubarahalli|Kannada|100|100|7|20|6|14|0|0|14|6|0|0
2012-13|Bangalore Rural|Hoskote|Alappanahalli|245|G.H.P.S.Sonnahallipura|Kannada|100|100|7|7|4|3|0|0|7|0|0|0
2012-13|Bangalore Rural|Hoskote|Alappanahalli|246|G.H.P.S.Lakkondahalli|Kannada|100|100|7|7|4|3|0|0|5|2|0|0
2012-13|Bangalore Rural|Hoskote|Begur|221|G.H.P.S.Mallimakanapura|Kannada|83.33|100|7|12|6|3|1|2|12|0|0|0
2012-13|Bangalore Rural|Hoskote|Begur|223|G.H.P.S.Doddahullurahalli|Kannada|100|100|7|22|8|14|0|0|15|7|0|0
2012-13|Bangalore Rural|Hoskote|Begur|215|G.H.P.S.Doddahullur|Kannada|98.11|98.11|7|53|24|28|0|1|42|9|1|1
2012-13|Bangalore Rural|Hoskote|Begur|216|G.H.P.S.Dasarahalli|Kannada|82.14|82.14|7|28|11|12|0|5|10|13|0|5
2012-13|Bangalore Rural|Hoskote|Begur|217|G.H.P.S.Sompura|Kannada|100|100|7|20|12|8|0|0|17|3|0|0
2012-13|Bangalore Rural|Hoskote|Begur|219|G.H.P.S.E Muttasandra|Kannada|100|94.44|7|18|7|11|0|0|13|4|0|1
2012-13|Bangalore Rural|Hoskote|Begur|220|G.H.P.S.Kamblipura|Kannada|88.89|100|7|9|3|4|1|1|5|4|0|0
2012-13|Bangalore Rural|Hoskote|Begur|214|G.H.P.S.Begur|Kannada|100|100|7|26|13|12|1|0|21|5|0|0
2012-13|Bangalore Rural|Hoskote|Bendiganahalli|247|G.H.P.S.Bendiganahalli|Kannada|87.27|74.55|7|55|15|33|0|7|12|29|0|14
2012-13|Bangalore Rural|Hoskote|Bendiganahalli|248|G.H.P.S.Gullahalli|Kannada|80|90|7|10|3|5|0|2|3|6|0|1
2012-13|Bangalore Rural|Hoskote|Bendiganahalli|249|G.H.P.S.Doddaralagere|Kannada|90|100|7|10|4|4|1|1|8|2|0|0
2012-13|Bangalore Rural|Hoskote|Bendiganahalli|250|G.H.P.S.T Agrahara|Kannada|100|100|7|9|7|2|0|0|7|2|0|0
2012-13|Bangalore Rural|Hoskote|Bendiganahalli|251|G.H.P.S.Bhavapura|Kannada|86.96|95.65|7|23|10|10|0|3|20|2|0|1
2012-13|Bangalore Rural|Hoskote|Devanagundi|188|G.H.P.S.Devangundi|Kannada|81.63|95.92|7|49|35|5|0|9|36|11|0|2
2012-13|Bangalore Rural|Hoskote|Devanagundi|189|G.H.P.S.D Hosahalli|Kannada|100|100|7|10|8|2|0|0|9|1|0|0
2012-13|Bangalore Rural|Hoskote|Devanagundi|190|G.H.P.S.D Dunnasandra|Kannada|87.5|100|7|16|6|8|0|2|12|4|0|0
2012-13|Bangalore Rural|Hoskote|Devanagundi|191|G.H.P.S.Anugondanahalli|Kannada|100|100|7|9|7|2|0|0|8|0|1|0
2012-13|Bangalore Rural|Hoskote|Devanagundi|192|G.H.P.S.Muthkur|Kannada|87.5|87.5|7|8|6|1|0|1|4|3|0|1
2012-13|Bangalore Rural|Hoskote|Devanagundi|193|G.H.P.S.Medimallasandra|Kannada|100|100|7|5|3|2|0|0|3|2|0|0
2012-13|Bangalore Rural|Hoskote|Hosakote|232|G.H.P.S.G G M S |Kannada|97.39|94.78|7|115|63|44|5|3|90|18|1|6
2012-13|Bangalore Rural|Hoskote|Hosakote|233|G.H.P.S.Kurubarapete|Kannada|80|84|7|25|2|9|9|5|17|3|1|4
2012-13|Bangalore Rural|Hoskote|Hosakote|234|G.H.P.S.V V Extenion |Kannada|59.62|84.62|7|52|3|15|13|21|13|18|13|8
2012-13|Bangalore Rural|Hoskote|Hosakote|235|G.H.P.S.Doddagattiganabbe|Kannada|91.67|95.83|7|24|12|10|0|2|22|0|1|1
2012-13|Bangalore Rural|Hoskote|Hosakote|236|G.H.P.S.Chikkagattiganabbe|Kannada|100|100|7|26|17|8|1|0|22|4|0|0
2012-13|Bangalore Rural|Hoskote|Hosakote|237|G.H.P.S.Kannurahalli|Kannada|100|100|7|3|3|0|0|0|3|0|0|0
2012-13|Bangalore Rural|Hoskote|Hosakote|238|G.H.P.S.Dandipalya|Kannada|95.24|85.71|7|21|9|10|1|1|12|6|0|3
2012-13|Bangalore Rural|Hoskote|Hosakote|1056|KGKBMS Hoskote|Kannada|90|93.33|7|60|28|20|6|6|39|13|4|4
2012-13|Bangalore Rural|Hoskote|Jadigenahalli|208|G.H.P.S.Jadigenahlli|Kannada|100|85.71|7|14|10|2|2|0|12|0|0|2
2012-13|Bangalore Rural|Hoskote|Jadigenahalli|209|G.H.P.S.Orohalli|Kannada|94.44|94.44|7|18|14|3|0|1|14|3|0|1
2012-13|Bangalore Rural|Hoskote|Jadigenahalli|210|G.H.P.S.Chikkataggi|Kannada|100|88.89|7|18|14|4|0|0|14|1|1|2
2012-13|Bangalore Rural|Hoskote|Jadigenahalli|212|G.H.P.S.Attivatta|Kannada|100|100|7|13|10|3|0|0|11|1|1|0
2012-13|Bangalore Rural|Hoskote|Jadigenahalli|213|G.H.P.S.Soluru|Kannada|100|100|7|7|5|2|0|0|5|2|0|0
2012-13|Bangalore Rural|Hoskote|Kalkunte|195|G.H.P.S.Kalkunte|Kannada|100|92.11|7|38|23|15|0|0|32|3|0|3
2012-13|Bangalore Rural|Hoskote|Kalkunte|196|G.H.P.S.Bhgur|Kannada|100|100|7|10|8|2|0|0|9|1|0|0
2012-13|Bangalore Rural|Hoskote|Kalkunte|197|G.H.P.S.Turuvaranga|Kannada|100|100|7|19|16|3|0|0|15|4|0|0
2012-13|Bangalore Rural|Hoskote|Kalkunte|198|G.H.P.S.Narayanakere|Kannada|100|100|7|11|10|1|0|0|10|1|0|0
2012-13|Bangalore Rural|Hoskote|Kalkunte|199|G.H.P.S.Gundur|Kannada|100|100|7|16|12|4|0|0|13|3|0|0
2012-13|Bangalore Rural|Hoskote|Kalkunte|200|G.H.P.S.Maranagere|Kannada|91.67|100|7|12|6|3|2|1|2|8|2|0
2012-13|Bangalore Rural|Hoskote|Kalkunte|201|G.H.P.S.Gangaluru|Kannada|100|100|7|12|5|4|3|0|6|5|1|0
2012-13|Bangalore Rural|Hoskote|Nandagudi|460|G.H.P.S.Dharmeshwara|Kannada|100|100|7|6|3|3|0|0|4|2|0|0
2012-13|Bangalore Rural|Hoskote|Nandagudi|461|G.H.P.S.Ettasandra|Kannada|100|95|7|20|3|17|0|0|10|8|1|1
2012-13|Bangalore Rural|Hoskote|Nandagudi|462|G.H.P.S.E Hosahalli|Kannada|100|80|7|5|0|5|0|0|2|0|2|1
2012-13|Bangalore Rural|Hoskote|Nandagudi|463|G.H.P.S.Anuppalli|Kannada|100|100|7|8|0|8|0|0|3|5|0|0
2012-13|Bangalore Rural|Hoskote|Nandagudi|464|G.H.P.S.Hindiganahalli|Kannada|100|100|7|10|6|3|1|0|9|0|1|0
2012-13|Bangalore Rural|Hoskote|Nandagudi|459|G.H.P.S.Nandagudi|Kannada|66.22|93.24|7|74|3|20|26|25|37|13|19|5
2012-13|Bangalore Rural|Hoskote|Nelavagilu|454|G.H.P.S.Chikkondahalli|Kannada|75|91.67|7|12|4|5|0|3|10|1|0|1
2012-13|Bangalore Rural|Hoskote|Nelavagilu|455|G.H.P.S.Siddanahalli|Kannada|66.67|100|7|3|0|1|1|1|3|0|0|0
2012-13|Bangalore Rural|Hoskote|Nelavagilu|456|G.H.P.S.Korate|Kannada|100|100|7|22|8|14|0|0|16|6|0|0
2012-13|Bangalore Rural|Hoskote|Nelavagilu|457|G.H.P.S.Hedakanahalli|Kannada|61.76|73.53|7|34|11|4|6|13|14|11|0|9
2012-13|Bangalore Rural|Hoskote|Nelavagilu|458|G.H.P.S.Karahalli|Kannada|100|100|7|5|2|3|0|0|4|1|0|0
2012-13|Bangalore Rural|Hoskote|Nelavagilu|452|G.H.P.S.Nelavagilu|Kannada|95.83|100|7|24|12|11|0|1|20|4|0|0
2012-13|Bangalore Rural|Hoskote|Nelavagilu|453|G.H.P.S.Dalasagere|Kannada|50|50|7|6|0|3|0|3|3|0|0|3
2012-13|Bangalore Rural|Hoskote|Samethanahalli|202|G.H.P.S.Samethanahalli|Kannada|100|100|7|27|20|7|0|0|21|4|2|0
2012-13|Bangalore Rural|Hoskote|Samethanahalli|203|G.H.P.S.Muttasandra|Kannada|95.65|100|7|23|15|7|0|1|7|16|0|0
2012-13|Bangalore Rural|Hoskote|Samethanahalli|204|G.H.P.S.K Mallsandra|Kannada|93.33|93.33|7|30|12|16|0|2|21|6|1|2
2012-13|Bangalore Rural|Hoskote|Samethanahalli|205|G.H.P.S.Nadavatthi|Kannada|100|93.75|7|16|5|11|0|0|11|4|0|1
2012-13|Bangalore Rural|Hoskote|Samethanahalli|207|G.H.P.S.Bodhenahosahalli|Kannada|95.45|86.36|7|22|18|3|0|1|15|4|0|3
2012-13|Bangalore Rural|Hoskote|Shivanapura|259|G.H.P.S.Shivanapura|Kannada|90.91|88.31|7|77|31|33|6|7|53|8|7|9
2012-13|Bangalore Rural|Hoskote|Shivanapura|260|G.H.P.S.Chikkanahalli|Kannada|100|100|7|13|7|6|0|0|13|0|0|0
2012-13|Bangalore Rural|Hoskote|Shivanapura|261|G.H.P.S.Mugabala|Kannada|90.91|100|7|33|11|19|0|3|28|5|0|0
2012-13|Bangalore Rural|Hoskote|Shivanapura|437|G.H.P.S.Kembaliganahalli|Kannada|95.24|95.24|7|21|9|11|0|1|19|0|1|1
2012-13|Bangalore Rural|Hoskote|Shivanapura|438|G.H.P.S.Needagatta|Kannada|92.31|92.31|7|13|6|6|0|1|7|5|0|1
2012-13|Bangalore Rural|Hoskote|Shivanapura|439|G.H.P.S.Gottipura|Kannada|88.89|88.89|7|9|4|4|0|1|2|6|0|1
2012-13|Bangalore Rural|Hoskote|Shivanapura|440|G.H.P.S.Maliyappanahalli|Kannada|38.46|69.23|7|13|2|1|2|8|4|5|0|4
2012-13|Bangalore Rural|Hoskote|Shivanapura|441|G.H.P.S.Karappanahalli|Kannada|88.89|88.89|7|9|3|5|0|1|3|5|0|1
2012-13|Bangalore Rural|Hoskote|Shivanapura|442|G.H.P.S.K Satyavara|Kannada|100|100|7|3|1|2|0|0|2|1|0|0
2012-13|Bangalore Rural|Hoskote|Shivanapura|443|G.H.P.S.Muttakadahalli|Kannada|100|100|7|5|4|1|0|0|5|0|0|0
2012-13|Bangalore Rural|Hoskote|Sulibele|252|G.H.P.S.Sulibele|Kannada|76.81|71.01|7|69|24|29|0|15|12|37|0|19
2012-13|Bangalore Rural|Hoskote|Sulibele|253|G.H.P.S.Kurubarahatte|Kannada|100|100|7|13|7|6|0|0|10|3|0|0
2012-13|Bangalore Rural|Hoskote|Sulibele|254|G.H.P.S.Arasanahalli|Kannada|90|90|7|10|2|7|0|1|5|4|0|1
2012-13|Bangalore Rural|Hoskote|Sulibele|255|G.H.P.S.Giddappanahalli|Kannada|69.23|76.92|7|13|2|6|1|4|1|8|1|3
2012-13|Bangalore Rural|Hoskote|Sulibele|256|G.H.P.S.Attubele|Kannada|88.89|94.44|7|18|7|9|0|2|9|7|1|1
2012-13|Bangalore Rural|Hoskote|Sulibele|257|G.H.P.S.Yenagunte|Kannada|100|100|7|5|3|2|0|0|3|2|0|0
2012-13|Bangalore Rural|Hoskote|Sulibele|258|G.H.P.S.Bettahalli|Kannada|100|100|7|8|3|5|0|0|7|1|0|0
2012-13|Bangalore Rural|Hoskote|Sulibele|262|G.H.P.S.Janata Colony Sulibele|Kannada|68.75|75|7|32|5|17|0|10|8|16|0|8
2012-13|Bangalore Rural|Hoskote|Tavarekere|444|G.H.P.S.Tavarekere|Kannada|80.6|95.52|7|67|34|18|2|13|58|6|0|3
2012-13|Bangalore Rural|Hoskote|Tavarekere|445|G.H.P.S.Hettakki|Kannada|100|100|7|13|6|6|1|0|10|2|1|0
2012-13|Bangalore Rural|Hoskote|Tavarekere|446|G.H.P.S.Gangapura|Kannada|92.86|100|7|14|11|2|0|1|12|1|1|0
2012-13|Bangalore Rural|Hoskote|Tavarekere|447|G.H.P.S.Doddanallala|Kannada|90.91|90.91|7|11|8|2|0|1|8|2|0|1
2012-13|Bangalore Rural|Hoskote|Tavarekere|448|G.H.P.S.Chikkanallala|Kannada|100|100|7|20|15|5|0|0|14|6|0|0
2012-13|Bangalore Rural|Hoskote|Tavarekere|449|G.H.P.S.Doddadenahalli|Kannada|100|100|7|14|13|1|0|0|12|2|0|0
2012-13|Bangalore Rural|Hoskote|Tavarekere|450|G.H.P.S.Ummalu|Kannada|100|100|7|29|22|7|0|0|23|6|0|0
2012-13|Bangalore Rural|Hoskote|Tavarekere|451|G.H.P.S.Valagerepura|Kannada|100|100|7|14|6|8|0|0|13|1|0|0
2012-13|Bangalore Rural|Hoskote|Vagata|224|G.H.P.S.Vagata|Kannada|100|100|7|46|29|14|3|0|39|7|0|0
2012-13|Bangalore Rural|Hoskote|Vagata|225|G.H.P.S.Kodihalli|Kannada|88.89|88.89|7|9|6|2|0|1|7|1|0|1
2012-13|Bangalore Rural|Hoskote|Vagata|226|G.H.P.S.Khjihosahalli|Kannada|100|100|7|18|13|5|0|0|17|1|0|0
2012-13|Bangalore Rural|Hoskote|Vagata|227|G.H.P.S.Tarabahalli|Kannada|71.43|78.57|7|14|6|4|0|4|9|2|0|3
2012-13|Bangalore Rural|Hoskote|Vagata|228|G.H.P.S.Honchanahalli|Kannada|100|100|7|9|7|2|0|0|9|0|0|0
2012-13|Bangalore Rural|Hoskote|Vagata|229|G.H.P.S.Kattigenahalli|Kannada|84.62|92.31|7|13|2|9|0|2|3|6|3|1
2012-13|Bangalore Rural|Hoskote|Vagata|230|G.H.P.S.Makanahalli|Kannada|100|100|7|26|13|12|1|0|23|3|0|0
2012-13|Bangalore Rural|Hoskote|Vagata|231|G.H.P.S.Kanekallu|Kannada|85.71|100|7|7|5|1|0|1|7|0|0|0
2012-13|Bangalore South|Domlur|Domluru|577|G.H.P.S.Appareddypalya|Kannada|53.33|93.33|7|15|1|5|2|7|9|4|1|1
2012-13|Bangalore South|Domlur|Domluru|579|G.H.P.S.Jogu Palya(Urdu)|Kannada|0|0|7|8|0|0|0|8|0|0|0|8
2012-13|Bangalore South|HAL|HAL II Stage|571|G.H.P.S Vimanapura|Kannada|100|100|7|16|7|7|2|0|15|1|0|0
2012-13|Bangalore South|Hebbal|Kodigehalli|576|G.H.P.S.Sahakaranagara|Kannada|75|84.38|7|32|12|8|4|8|23|2|2|5
2012-13|Chikballapur|Chikballapur|Agalagurki|263|G.H.P.S.Agalagurki|Kannada|82.35|94.12|7|17|13|1|0|3|13|1|2|1
2012-13|Chikballapur|Chikballapur|Chikballapur|269|G.H.P.S.Kandhawara|Kannada|95.45|95.45|7|22|0|3|18|1|19|2|0|1
2012-13|Chikballapur|Chikballapur|Chikballapur|1055|Old Middle School|Kannada|85.53|88.16|7|76|53|3|9|11|59|7|1|9
2012-13|Chikballapur|Chikballapur|Kondenahalli|268|G.H.P.S.Giddanahalli|Kannada|92.86|92.86|7|28|0|12|14|2|25|1|0|2
2012-13|Chikballapur|Chikballapur|Muddenahalli|270|G.H.P.S.Kanganahalli|Kannada|86.96|100|7|23|4|4|12|3|19|3|1|0
2012-13|Chikballapur|Chikballapur|Muddenahalli|275|G.H.P.S.Mylapanahalli|Kannada|93.33|93.33|7|15|3|6|5|1|11|3|0|1
2012-13|Chikballapur|Chikballapur|Nandi|272|G.H.P.S.Kuduvathi|Kannada|100|100|7|17|2|10|5|0|12|4|1|0
2012-13|Chikballapur|Chikballapur|Nandi|273|G.H.P.S.Kuppahalli|Kannada|81.25|87.5|7|32|3|17|6|6|10|16|2|4
2012-13|Chikballapur|Chikballapur|Nandi|274|G.H.P.S.Kolavanahalli|Kannada|82.35|100|7|17|0|6|8|3|6|9|2|0
2012-13|Chikballapur|Chikballapur|Nandi|276|G.H.P.S.Nandi|Kannada|95.83|95.83|7|72|16|49|4|3|49|20|0|3
2012-13|Chikballapur|Chikballapur|Nayanahalli|264|G.H.P.S.Ajjavara|Kannada|92|92|7|25|19|1|3|2|19|3|1|2
